task,dataset,boot_iter,algorithm,scoring,n_leaves,max_leaves,regularization,train_score,test_score,train_wall_time,test_wall_time,train_cpu_time,test_cpu_time,tunning_wall_time,tunning_cpu_time
classification,heart,0,DT,AUC,27,28,None,0.9926875000000001,0.7025,0.00045299530029296875,0.00013303756713867188,0.0004526000000169006,0.00013329000000794622,,
classification,heart,0,CCP,AUC,29,28,0.005092592592592593,0.9993125,0.73,0.00039768218994140625,0.00011706352233886719,0.0003979200000117089,0.0001174599999842485,0.009546995162963867,0.009547302000015634
classification,heart,0,HS (CART),AUC,27,28,25.0,0.9746875,0.794,0.00040411949157714844,0.0001163482666015625,0.0004037500000038108,0.00011656999998876927,0.020069599151611328,0.020070255000007364
classification,heart,0,HS (CART-CCP),AUC,29,28,0.1,0.9993124999999999,0.7925,0.0004410743713378906,0.00011992454528808594,0.0004416699999865159,0.0001203400000235888,0.12146973609924316,0.12147104299998546
classification,heart,0,DT,AUC,29,30,None,0.9981249999999999,0.69725,0.00046133995056152344,0.00013780593872070312,0.00046134999999480897,0.00013786999997478233,,
classification,heart,0,CCP,AUC,31,30,0.0,1.0,0.7274999999999999,0.00037860870361328125,0.000125885009765625,0.00037919999999758147,0.00012667999999393942,0.009842872619628906,0.009843842000009317
classification,heart,0,HS (CART),AUC,29,30,25.0,0.98225,0.7929999999999999,0.0004258155822753906,0.00011610984802246094,0.0004260810000005222,0.00011628000001451255,0.020263671875,0.020294655000014927
classification,heart,0,HS (CART-CCP),AUC,31,30,0.1,1.0,0.79475,0.0004775524139404297,0.00012111663818359375,0.00047882000001209235,0.00012156000002505607,0.11838936805725098,0.11839049199997476
classification,heart,0,DT,AUC,31,32,None,1.0,0.7274999999999999,0.0004279613494873047,0.00011777877807617188,0.0004279200000212313,0.0001180900000008478,,
classification,heart,0,CCP,AUC,31,32,0.0,1.0,0.7274999999999999,0.0003769397735595703,0.00011348724365234375,0.00037746000000993263,0.00011362099999701059,0.00972890853881836,0.009729051999983085
classification,heart,0,HS (CART),AUC,31,32,0.1,1.0,0.7919999999999999,0.0004494190216064453,0.00011515617370605469,0.0004497299999854931,0.00011565999997742438,0.019849538803100586,0.019849684999996953
classification,heart,0,HS (CART-CCP),AUC,31,32,0.1,1.0,0.7939999999999999,0.0004525184631347656,0.0001246929168701172,0.0004528110000023844,0.0001251299999864841,0.11987471580505371,0.11986281199997961
classification,heart,1,DT,AUC,1,2,None,0.7887500000000001,0.6799999999999999,0.00025773048400878906,0.00010991096496582031,0.00025752000001944,0.00011021000000255299,,
classification,heart,1,CCP,AUC,2,2,0.044453262786596115,0.84125,0.73125,0.0003800392150878906,0.00010752677917480469,0.00038050000000566797,0.00010804100000427752,0.007999420166015625,0.007999521999977333
classification,heart,1,HS (CART),AUC,1,2,0.1,0.7887500000000001,0.6799999999999999,9.417533874511719e-05,0.00010967254638671875,9.424000000990418e-05,0.00010982000000581138,0.012854814529418945,0.012855953000013187
classification,heart,1,HS (CART-CCP),AUC,2,2,0.1,0.84125,0.73125,0.00011205673217773438,0.00011324882507324219,0.0001125000000001819,0.00011341100000095139,0.10159921646118164,0.10159476699999459
classification,heart,1,DT,AUC,3,4,None,0.8545625,0.7509999999999999,0.00031065940856933594,0.00011420249938964844,0.0003106400000092435,0.00011457099998324338,,
classification,heart,1,CCP,AUC,4,4,0.016095795043163472,0.9174375,0.7880000000000001,0.0003802776336669922,0.00011229515075683594,0.0003808299999832343,0.00011266000001342036,0.008007526397705078,0.008007141999996747
classification,heart,1,HS (CART),AUC,3,4,50.0,0.8545625,0.7509999999999999,0.00011968612670898438,0.00010991096496582031,0.0001201299999991079,0.00011022000001048582,0.014009475708007812,0.01400958400000718
classification,heart,1,HS (CART-CCP),AUC,4,4,0.1,0.9174375,0.7880000000000001,0.00014209747314453125,0.00011444091796875,0.00014252999997665938,0.0001148199999931876,0.09926128387451172,0.09941602700001795
classification,heart,1,DT,AUC,7,8,None,0.941875,0.7890000000000001,0.0003600120544433594,0.00011563301086425781,0.0003598600000032093,0.00011610999999334126,,
classification,heart,1,CCP,AUC,9,8,0.00962962962962963,0.9481249999999999,0.7930000000000001,0.00037980079650878906,0.00011134147644042969,0.00038039000000367196,0.00011161000000470267,0.007951021194458008,0.007950993000008566
classification,heart,1,HS (CART),AUC,7,8,25.0,0.940875,0.7890000000000001,0.00016760826110839844,0.00011086463928222656,0.00016798999999423359,0.00011145999999939704,0.01542520523071289,0.015425413999992088
classification,heart,1,HS (CART-CCP),AUC,9,8,0.1,0.9481249999999999,0.7930000000000001,0.00019598007202148438,0.00011372566223144531,0.00019643999999630068,0.00011441999998851315,0.09977579116821289,0.09977667700002257
classification,heart,1,DT,AUC,11,12,None,0.9621875,0.8099999999999999,0.0003657341003417969,0.00011515617370605469,0.0003656300000045576,0.00011539999999854444,,
classification,heart,1,CCP,AUC,12,12,0.008771929824561401,0.9595624999999999,0.7985,0.0003783702850341797,0.00010967254638671875,0.00037865999999553424,0.00011015000001179942,0.007923126220703125,0.007922942999982752
classification,heart,1,HS (CART),AUC,11,12,25.0,0.9503125,0.7930000000000001,0.0002162456512451172,0.00011301040649414062,0.00021666000000664098,0.0001136600000108956,0.016524076461791992,0.01652431499999807
classification,heart,1,HS (CART-CCP),AUC,12,12,0.1,0.9595624999999999,0.797,0.00023436546325683594,0.00011563301086425781,0.0002349500000207172,0.00011649000001057175,0.10162949562072754,0.10163150799999698
classification,heart,1,DT,AUC,14,15,None,0.9711875,0.79025,0.0003802776336669922,0.00011658668518066406,0.0003797299999916959,0.00011677000000531734,,
classification,heart,1,CCP,AUC,15,15,0.007407407407407407,0.9733125,0.76675,0.0003821849822998047,0.00011539459228515625,0.00038270100000659113,0.00011584999998603962,0.00798177719116211,0.007982231999989153
classification,heart,1,HS (CART),AUC,14,15,25.0,0.9553125,0.7952500000000001,0.00025177001953125,0.0001125335693359375,0.0002520500000002812,0.00011300999997843064,0.017359495162963867,0.01735943499997461
classification,heart,1,HS (CART-CCP),AUC,15,15,0.1,0.9733125,0.77225,0.0002696514129638672,0.00011563301086425781,0.0002702600000077382,0.00011632999999733329,0.10185647010803223,0.10185777799998164
classification,heart,1,DT,AUC,19,20,None,0.989375,0.7675000000000001,0.0003829002380371094,0.00011467933654785156,0.0003824800000131745,0.00011502999998924679,,
classification,heart,1,CCP,AUC,21,20,0.005324074074074077,0.990875,0.7635000000000001,0.0003750324249267578,0.00011038780212402344,0.00037546999999449326,0.00011073999999666739,0.007932901382446289,0.007932812000007061
